"model","mae","rmse","p_rmse","deviance","dof","runtime","param","param_non_zeros","iter"
"OBOs",0.968494007141184,1.36337832530384,2.06707600856154,272.603756319954,26.1388776727561,0.192503929138184,53,53,NA
"OBOw",1.13973765022173,1.618299279819,3.08453049256767,384.02113354305,20,0.953370332717896,19,19,NA
"OBOsw",1.02136292892092,1.42198457691397,2.28126468127552,295.149727192066,40.1388776727561,1.45914316177368,68,67,NA
"BACs",0.962710083851213,1.35003634429589,2.05271226020878,263.421834386251,25.8174490839103,0.772521018981934,53,53,3
"BACw",1.13449524541784,1.61164795632577,3.07925534633584,376.922618262491,20,1.58223271369934,19,19,2
"BACsw",0.969613979454666,1.35124767980689,2.1689030995289,267.33697710347,46.6133214908399,3.03464674949646,68,68,7
