"model","mae","rmse","p_rmse","deviance","dof","runtime","param","param_non_zeros","iter"
"OBOs",0.943005493242604,1.19360264099546,2.08800508160889,641.668107316646,53.9505920672961,0.428942918777466,53,53,NA
"OBOw",1.08311121116134,1.48188951506995,3.74692660418179,327.195923137743,19,0.678938388824463,19,18,NA
"OBOsw",0.961800554179767,1.23740089582449,2.75614366976479,383.648083539907,38.9218298415904,0.641391277313232,48,38,NA
"BACs",0.886387522910143,1.12323625264835,1.84385571314136,628.164942608505,53.9513175558395,1.84309124946594,53,53,3
"BACw",1.07630919586967,1.47772631193665,3.72763212966782,324.055994396723,19,0.989048480987549,19,18,7
"BACsw",0.970445396189063,1.25720464228788,2.78685200415864,244.410936631613,30.4248114104838,0.912645816802979,48,38,4
