"model","mae","rmse","p_rmse","deviance","dof","runtime","param","param_non_zeros","iter"
"OBOs",0.871406339600375,1.32752978620438,3.7177302371835,254.641357610431,23.9001572420047,0.178599834442139,53,53,NA
"OBOw",1.0035358602049,1.50491511695638,4.28757338281635,335.476656789058,18,0.558038234710693,19,17,NA
"OBOsw",0.90027437222632,1.37763038632435,3.86492554702342,276.786092659513,30.9545439910023,0.798967838287354,48,42,NA
"BACs",0.862658790492869,1.32130734265001,3.71465726886602,247.804043539825,23.9001572420047,0.506768226623535,53,53,2
"BACw",0.995463150955564,1.5006962852967,4.27672145255251,331.670299339814,18,0.9673912525177,19,17,8
"BACsw",0.992996074404635,1.49438783385535,4.28467727043147,328.812612943398,21.0004772324801,1.14616990089417,48,48,4
