"model","mae","rmse","p_rmse","deviance","dof","runtime","param","param_non_zeros","iter"
"OBOs",0.774989146348648,1.11491926937479,4.05271366991507,617.616177579725,114.156347898591,3.90532875061035,494,494,NA
"OBOw",0.726350709188889,1.01368182607744,4.60442343310311,371.451801480777,125,6.8092348575592,266,124,NA
"OBOsw",0.786316536923186,1.13311823402174,4.08812725392629,625.260863443961,127.156347898591,7.89741015434265,756,507,NA
"BACs",0.630066173646125,0.931715560456205,4.40647475298292,579.620974711411,80.3520880124022,16.902375459671,494,494,7
"BACw",0.722724317835405,1.00149782602441,4.30716808788084,371.61378772423,148,46.1223266124725,266,147,100
"BACsw",0.723104832848594,0.997948651568314,4.1726965013761,387.246374533592,155.56127231054,129.264048576355,756,616,100
