"model","mae","rmse","p_rmse","deviance","dof","runtime","param","param_non_zeros","iter"
"OBOs",0.492366105231187,0.795658065305525,3.28897789288899,604.05439245478,53.9360350205635,0.523151636123657,53,53,NA
"OBOw",0.515656358303561,0.904415057229721,4.39818414416738,293.927201766165,17,1.0717442035675,19,16,NA
"OBOsw",0.492366105231187,0.795658065305525,3.28897789288899,604.05439245478,53.9360350205635,1.87328958511353,68,53,NA
"BACs",0.422998236601118,0.723646006695047,3.21471925505484,584.755228393568,53.9390587337011,2.81498622894287,53,53,3
"BACw",0.514697166045851,0.903223433459357,4.39278593722543,292.623339314392,17,1.58121728897095,19,16,2
"BACsw",0.423016694937736,0.723664836779077,3.21516677292597,584.805511388823,53.9390788590495,3.46021914482117,68,53,3
